path,label
processed_frames\fake\id0_id16_0002\frame_270.jpg,1
processed_frames\fake\id0_id16_0002\frame_280.jpg,1
processed_frames\fake\id0_id16_0002\frame_290.jpg,1
processed_frames\fake\id0_id16_0002\frame_30.jpg,1
processed_frames\fake\id0_id16_0002\frame_300.jpg,1
processed_frames\fake\id0_id16_0002\frame_310.jpg,1
processed_frames\fake\id0_id16_0002\frame_320.jpg,1
processed_frames\fake\id0_id16_0002\frame_330.jpg,1
processed_frames\fake\id0_id16_0002\frame_340.jpg,1
processed_frames\fake\id0_id16_0002\frame_40.jpg,1
processed_frames\fake\id0_id16_0002\frame_50.jpg,1
processed_frames\fake\id0_id16_0002\frame_60.jpg,1
processed_frames\fake\id0_id16_0002\frame_70.jpg,1
processed_frames\fake\id0_id16_0002\frame_80.jpg,1
processed_frames\fake\id0_id16_0002\frame_90.jpg,1
processed_frames\fake\id0_id16_0003\frame_0.jpg,1
processed_frames\fake\id0_id16_0003\frame_10.jpg,1
processed_frames\fake\id0_id16_0003\frame_100.jpg,1
processed_frames\fake\id0_id16_0003\frame_110.jpg,1
processed_frames\fake\id0_id16_0003\frame_120.jpg,1
processed_frames\fake\id0_id16_0003\frame_130.jpg,1
processed_frames\fake\id0_id16_0003\frame_140.jpg,1
processed_frames\fake\id0_id16_0003\frame_150.jpg,1
processed_frames\fake\id0_id16_0003\frame_160.jpg,1
processed_frames\fake\id0_id16_0003\frame_170.jpg,1
processed_frames\fake\id0_id16_0003\frame_180.jpg,1
processed_frames\fake\id0_id16_0003\frame_190.jpg,1
processed_frames\fake\id0_id16_0003\frame_20.jpg,1
processed_frames\fake\id0_id16_0003\frame_200.jpg,1
processed_frames\fake\id0_id16_0003\frame_210.jpg,1
processed_frames\fake\id0_id16_0003\frame_220.jpg,1
processed_frames\fake\id0_id16_0003\frame_230.jpg,1
processed_frames\fake\id0_id16_0003\frame_240.jpg,1
processed_frames\fake\id0_id16_0003\frame_250.jpg,1
processed_frames\fake\id0_id16_0003\frame_260.jpg,1
processed_frames\fake\id0_id16_0003\frame_270.jpg,1
processed_frames\fake\id0_id16_0003\frame_280.jpg,1
processed_frames\fake\id0_id16_0003\frame_290.jpg,1
processed_frames\fake\id0_id16_0003\frame_30.jpg,1
processed_frames\fake\id0_id16_0003\frame_300.jpg,1
processed_frames\fake\id0_id16_0003\frame_310.jpg,1
processed_frames\fake\id0_id16_0003\frame_320.jpg,1
processed_frames\fake\id0_id16_0003\frame_330.jpg,1
processed_frames\fake\id0_id16_0003\frame_340.jpg,1
processed_frames\fake\id0_id16_0003\frame_350.jpg,1
processed_frames\fake\id0_id16_0003\frame_360.jpg,1
processed_frames\fake\id0_id16_0003\frame_370.jpg,1
processed_frames\fake\id0_id16_0003\frame_380.jpg,1
processed_frames\fake\id0_id16_0003\frame_390.jpg,1
processed_frames\fake\id0_id16_0003\frame_40.jpg,1
processed_frames\fake\id0_id16_0003\frame_400.jpg,1
processed_frames\fake\id0_id16_0003\frame_410.jpg,1
processed_frames\fake\id0_id16_0003\frame_420.jpg,1
processed_frames\fake\id0_id16_0003\frame_430.jpg,1
processed_frames\fake\id0_id16_0003\frame_440.jpg,1
processed_frames\fake\id0_id16_0003\frame_450.jpg,1
processed_frames\fake\id0_id16_0003\frame_460.jpg,1
processed_frames\fake\id0_id16_0003\frame_470.jpg,1
processed_frames\fake\id0_id16_0003\frame_480.jpg,1
processed_frames\fake\id0_id16_0003\frame_490.jpg,1
processed_frames\fake\id0_id16_0003\frame_50.jpg,1
processed_frames\fake\id0_id16_0003\frame_500.jpg,1
processed_frames\fake\id0_id16_0003\frame_510.jpg,1
processed_frames\fake\id0_id16_0003\frame_520.jpg,1
processed_frames\fake\id0_id16_0003\frame_60.jpg,1
processed_frames\fake\id0_id16_0003\frame_70.jpg,1
processed_frames\fake\id0_id16_0003\frame_80.jpg,1
processed_frames\fake\id0_id16_0003\frame_90.jpg,1
processed_frames\fake\id0_id16_0004\frame_0.jpg,1
processed_frames\fake\id0_id16_0004\frame_10.jpg,1
processed_frames\fake\id0_id16_0004\frame_100.jpg,1
processed_frames\fake\id0_id16_0004\frame_110.jpg,1
processed_frames\fake\id0_id16_0004\frame_120.jpg,1
processed_frames\fake\id0_id16_0004\frame_130.jpg,1
processed_frames\fake\id0_id16_0004\frame_140.jpg,1
processed_frames\fake\id0_id16_0004\frame_150.jpg,1
processed_frames\fake\id0_id16_0004\frame_160.jpg,1
processed_frames\fake\id0_id16_0004\frame_170.jpg,1
processed_frames\fake\id0_id16_0004\frame_180.jpg,1
processed_frames\fake\id0_id16_0004\frame_190.jpg,1
processed_frames\fake\id0_id16_0004\frame_20.jpg,1
processed_frames\fake\id0_id16_0004\frame_200.jpg,1
processed_frames\fake\id0_id16_0004\frame_210.jpg,1
processed_frames\fake\id0_id16_0004\frame_220.jpg,1
processed_frames\fake\id0_id16_0004\frame_230.jpg,1
processed_frames\fake\id0_id16_0004\frame_240.jpg,1
processed_frames\fake\id0_id16_0004\frame_250.jpg,1
processed_frames\fake\id0_id16_0004\frame_260.jpg,1
processed_frames\fake\id0_id16_0004\frame_270.jpg,1
processed_frames\fake\id0_id16_0004\frame_280.jpg,1
processed_frames\fake\id0_id16_0004\frame_290.jpg,1
processed_frames\fake\id0_id16_0004\frame_30.jpg,1
processed_frames\fake\id0_id16_0004\frame_300.jpg,1
processed_frames\fake\id0_id16_0004\frame_310.jpg,1
processed_frames\fake\id0_id16_0004\frame_320.jpg,1
processed_frames\fake\id0_id16_0004\frame_40.jpg,1
processed_frames\fake\id0_id16_0004\frame_50.jpg,1
processed_frames\fake\id0_id16_0004\frame_60.jpg,1
processed_frames\fake\id0_id16_0004\frame_70.jpg,1
processed_frames\fake\id0_id16_0004\frame_80.jpg,1
processed_frames\fake\id0_id16_0004\frame_90.jpg,1
processed_frames\fake\id0_id16_0005\frame_0.jpg,1
processed_frames\fake\id0_id16_0005\frame_10.jpg,1
processed_frames\fake\id0_id16_0005\frame_100.jpg,1
processed_frames\fake\id0_id16_0005\frame_110.jpg,1
processed_frames\fake\id0_id16_0005\frame_120.jpg,1
processed_frames\fake\id0_id16_0005\frame_130.jpg,1
processed_frames\fake\id0_id16_0005\frame_140.jpg,1
processed_frames\fake\id0_id16_0005\frame_150.jpg,1
processed_frames\fake\id0_id16_0005\frame_160.jpg,1
processed_frames\fake\id0_id16_0005\frame_170.jpg,1
processed_frames\fake\id0_id16_0005\frame_180.jpg,1
processed_frames\fake\id0_id16_0005\frame_190.jpg,1
processed_frames\fake\id0_id16_0005\frame_20.jpg,1
processed_frames\fake\id0_id16_0005\frame_200.jpg,1
processed_frames\fake\id0_id16_0005\frame_210.jpg,1
processed_frames\fake\id0_id16_0005\frame_220.jpg,1
processed_frames\fake\id0_id16_0005\frame_230.jpg,1
processed_frames\fake\id0_id16_0005\frame_240.jpg,1
processed_frames\fake\id0_id16_0005\frame_250.jpg,1
processed_frames\fake\id0_id16_0005\frame_260.jpg,1
processed_frames\fake\id0_id16_0005\frame_270.jpg,1
processed_frames\fake\id0_id16_0005\frame_280.jpg,1
processed_frames\fake\id0_id16_0005\frame_290.jpg,1
processed_frames\fake\id0_id16_0005\frame_30.jpg,1
processed_frames\fake\id0_id16_0005\frame_300.jpg,1
processed_frames\fake\id0_id16_0005\frame_310.jpg,1
processed_frames\fake\id0_id16_0005\frame_320.jpg,1
processed_frames\fake\id0_id16_0005\frame_330.jpg,1
processed_frames\fake\id0_id16_0005\frame_340.jpg,1
processed_frames\fake\id0_id16_0005\frame_350.jpg,1
processed_frames\fake\id0_id16_0005\frame_360.jpg,1
processed_frames\fake\id0_id16_0005\frame_370.jpg,1
processed_frames\fake\id0_id16_0005\frame_380.jpg,1
processed_frames\fake\id0_id16_0005\frame_390.jpg,1
processed_frames\fake\id0_id16_0005\frame_40.jpg,1
processed_frames\fake\id0_id16_0005\frame_400.jpg,1
processed_frames\fake\id0_id16_0005\frame_410.jpg,1
processed_frames\fake\id0_id16_0005\frame_420.jpg,1
processed_frames\fake\id0_id16_0005\frame_430.jpg,1
processed_frames\fake\id0_id16_0005\frame_440.jpg,1
processed_frames\fake\id0_id16_0005\frame_450.jpg,1
processed_frames\fake\id0_id16_0005\frame_50.jpg,1
processed_frames\fake\id0_id16_0005\frame_60.jpg,1
processed_frames\fake\id0_id16_0005\frame_70.jpg,1
processed_frames\fake\id0_id16_0005\frame_80.jpg,1
processed_frames\fake\id0_id16_0005\frame_90.jpg,1
processed_frames\fake\id0_id16_0006\frame_0.jpg,1
processed_frames\fake\id0_id16_0006\frame_10.jpg,1
processed_frames\fake\id0_id16_0006\frame_100.jpg,1
processed_frames\fake\id0_id16_0006\frame_110.jpg,1
processed_frames\fake\id0_id16_0006\frame_120.jpg,1
processed_frames\fake\id0_id16_0006\frame_130.jpg,1
processed_frames\fake\id0_id16_0006\frame_140.jpg,1
processed_frames\fake\id0_id16_0006\frame_150.jpg,1
processed_frames\fake\id0_id16_0006\frame_160.jpg,1
processed_frames\fake\id0_id16_0006\frame_170.jpg,1
processed_frames\fake\id0_id16_0006\frame_180.jpg,1
processed_frames\fake\id0_id16_0006\frame_190.jpg,1
processed_frames\fake\id0_id16_0006\frame_20.jpg,1
processed_frames\fake\id0_id16_0006\frame_200.jpg,1
processed_frames\fake\id0_id16_0006\frame_210.jpg,1
processed_frames\fake\id0_id16_0006\frame_220.jpg,1
processed_frames\fake\id0_id16_0006\frame_230.jpg,1
processed_frames\fake\id0_id16_0006\frame_240.jpg,1
processed_frames\fake\id0_id16_0006\frame_250.jpg,1
processed_frames\fake\id0_id16_0006\frame_260.jpg,1
processed_frames\fake\id0_id16_0006\frame_270.jpg,1
processed_frames\fake\id0_id16_0006\frame_280.jpg,1
processed_frames\fake\id0_id16_0006\frame_290.jpg,1
processed_frames\fake\id0_id16_0006\frame_30.jpg,1
processed_frames\fake\id0_id16_0006\frame_300.jpg,1
processed_frames\fake\id0_id16_0006\frame_310.jpg,1
processed_frames\fake\id0_id16_0006\frame_320.jpg,1
processed_frames\fake\id0_id16_0006\frame_330.jpg,1
processed_frames\fake\id0_id16_0006\frame_340.jpg,1
processed_frames\fake\id0_id16_0006\frame_350.jpg,1
processed_frames\fake\id0_id16_0006\frame_360.jpg,1
processed_frames\fake\id0_id16_0006\frame_370.jpg,1
processed_frames\fake\id0_id16_0006\frame_380.jpg,1
processed_frames\fake\id0_id16_0006\frame_390.jpg,1
processed_frames\fake\id0_id16_0006\frame_40.jpg,1
processed_frames\fake\id0_id16_0006\frame_400.jpg,1
processed_frames\fake\id0_id16_0006\frame_410.jpg,1
processed_frames\fake\id0_id16_0006\frame_420.jpg,1
processed_frames\fake\id0_id16_0006\frame_430.jpg,1
processed_frames\fake\id0_id16_0006\frame_440.jpg,1
processed_frames\fake\id0_id16_0006\frame_450.jpg,1
processed_frames\fake\id0_id16_0006\frame_460.jpg,1
processed_frames\fake\id0_id16_0006\frame_470.jpg,1
processed_frames\fake\id0_id16_0006\frame_480.jpg,1
processed_frames\fake\id0_id16_0006\frame_490.jpg,1
processed_frames\fake\id0_id16_0006\frame_50.jpg,1
processed_frames\fake\id0_id16_0006\frame_500.jpg,1
processed_frames\fake\id0_id16_0006\frame_510.jpg,1
processed_frames\fake\id0_id16_0006\frame_520.jpg,1
processed_frames\fake\id0_id16_0006\frame_530.jpg,1
processed_frames\fake\id0_id16_0006\frame_60.jpg,1
processed_frames\fake\id0_id16_0006\frame_70.jpg,1
processed_frames\fake\id0_id16_0006\frame_80.jpg,1
processed_frames\fake\id0_id16_0006\frame_90.jpg,1
processed_frames\fake\id0_id16_0007\frame_0.jpg,1
processed_frames\fake\id0_id16_0007\frame_10.jpg,1
processed_frames\fake\id0_id16_0007\frame_100.jpg,1
processed_frames\fake\id0_id16_0007\frame_110.jpg,1
processed_frames\fake\id0_id16_0007\frame_120.jpg,1
processed_frames\fake\id0_id16_0007\frame_130.jpg,1
processed_frames\fake\id0_id16_0007\frame_140.jpg,1
processed_frames\fake\id0_id16_0007\frame_150.jpg,1
processed_frames\fake\id0_id16_0007\frame_160.jpg,1
processed_frames\fake\id0_id16_0007\frame_170.jpg,1
processed_frames\fake\id0_id16_0007\frame_180.jpg,1
processed_frames\fake\id0_id16_0007\frame_190.jpg,1
processed_frames\fake\id0_id16_0007\frame_20.jpg,1
processed_frames\fake\id0_id16_0007\frame_200.jpg,1
processed_frames\fake\id0_id16_0007\frame_210.jpg,1
processed_frames\fake\id0_id16_0007\frame_220.jpg,1
processed_frames\fake\id0_id16_0007\frame_230.jpg,1
processed_frames\fake\id0_id16_0007\frame_240.jpg,1
processed_frames\fake\id0_id16_0007\frame_250.jpg,1
processed_frames\fake\id0_id16_0007\frame_260.jpg,1
processed_frames\fake\id0_id16_0007\frame_270.jpg,1
processed_frames\fake\id0_id16_0007\frame_280.jpg,1
processed_frames\fake\id0_id16_0007\frame_290.jpg,1
processed_frames\fake\id0_id16_0007\frame_30.jpg,1
processed_frames\fake\id0_id16_0007\frame_300.jpg,1
processed_frames\fake\id0_id16_0007\frame_310.jpg,1
processed_frames\fake\id0_id16_0007\frame_320.jpg,1
processed_frames\fake\id0_id16_0007\frame_330.jpg,1
processed_frames\fake\id0_id16_0007\frame_340.jpg,1
processed_frames\fake\id0_id16_0007\frame_350.jpg,1
processed_frames\fake\id0_id16_0007\frame_360.jpg,1
processed_frames\fake\id0_id16_0007\frame_370.jpg,1
processed_frames\fake\id0_id16_0007\frame_380.jpg,1
processed_frames\fake\id0_id16_0007\frame_390.jpg,1
processed_frames\fake\id0_id16_0007\frame_40.jpg,1
processed_frames\fake\id0_id16_0007\frame_400.jpg,1
processed_frames\fake\id0_id16_0007\frame_410.jpg,1
processed_frames\fake\id0_id16_0007\frame_420.jpg,1
processed_frames\fake\id0_id16_0007\frame_430.jpg,1
processed_frames\fake\id0_id16_0007\frame_440.jpg,1
processed_frames\fake\id0_id16_0007\frame_450.jpg,1
processed_frames\fake\id0_id16_0007\frame_460.jpg,1
processed_frames\fake\id0_id16_0007\frame_470.jpg,1
processed_frames\fake\id0_id16_0007\frame_50.jpg,1
processed_frames\fake\id0_id16_0007\frame_60.jpg,1
processed_frames\fake\id0_id16_0007\frame_70.jpg,1
processed_frames\fake\id0_id16_0007\frame_80.jpg,1
processed_frames\fake\id0_id16_0007\frame_90.jpg,1
processed_frames\fake\id0_id16_0008\frame_0.jpg,1
processed_frames\fake\id0_id16_0008\frame_10.jpg,1
processed_frames\fake\id0_id16_0008\frame_100.jpg,1
processed_frames\fake\id0_id16_0008\frame_110.jpg,1
processed_frames\fake\id0_id16_0008\frame_120.jpg,1
processed_frames\fake\id0_id16_0008\frame_130.jpg,1
processed_frames\fake\id0_id16_0008\frame_140.jpg,1
processed_frames\fake\id0_id16_0008\frame_150.jpg,1
processed_frames\fake\id0_id16_0008\frame_160.jpg,1
processed_frames\fake\id0_id16_0008\frame_170.jpg,1
processed_frames\fake\id0_id16_0008\frame_180.jpg,1
processed_frames\fake\id0_id16_0008\frame_190.jpg,1
processed_frames\fake\id0_id16_0008\frame_20.jpg,1
processed_frames\fake\id0_id16_0008\frame_200.jpg,1
processed_frames\fake\id0_id16_0008\frame_210.jpg,1
processed_frames\fake\id0_id16_0008\frame_220.jpg,1
processed_frames\fake\id0_id16_0008\frame_230.jpg,1
processed_frames\fake\id0_id16_0008\frame_240.jpg,1
processed_frames\fake\id0_id16_0008\frame_250.jpg,1
processed_frames\fake\id0_id16_0008\frame_260.jpg,1
processed_frames\fake\id0_id16_0008\frame_270.jpg,1
processed_frames\fake\id0_id16_0008\frame_280.jpg,1
processed_frames\fake\id0_id16_0008\frame_290.jpg,1
processed_frames\fake\id0_id16_0008\frame_30.jpg,1
processed_frames\fake\id0_id16_0008\frame_300.jpg,1
processed_frames\fake\id0_id16_0008\frame_310.jpg,1
processed_frames\fake\id0_id16_0008\frame_320.jpg,1
processed_frames\fake\id0_id16_0008\frame_330.jpg,1
processed_frames\fake\id0_id16_0008\frame_340.jpg,1
processed_frames\fake\id0_id16_0008\frame_350.jpg,1
processed_frames\fake\id0_id16_0008\frame_360.jpg,1
processed_frames\fake\id0_id16_0008\frame_370.jpg,1
processed_frames\fake\id0_id16_0008\frame_380.jpg,1
processed_frames\fake\id0_id16_0008\frame_390.jpg,1
processed_frames\fake\id0_id16_0008\frame_40.jpg,1
processed_frames\fake\id0_id16_0008\frame_400.jpg,1
processed_frames\fake\id0_id16_0008\frame_410.jpg,1
processed_frames\fake\id0_id16_0008\frame_420.jpg,1
processed_frames\fake\id0_id16_0008\frame_430.jpg,1
processed_frames\fake\id0_id16_0008\frame_440.jpg,1
processed_frames\fake\id0_id16_0008\frame_450.jpg,1
processed_frames\fake\id0_id16_0008\frame_460.jpg,1
processed_frames\fake\id0_id16_0008\frame_50.jpg,1
processed_frames\fake\id0_id16_0008\frame_60.jpg,1
processed_frames\fake\id0_id16_0008\frame_70.jpg,1
processed_frames\fake\id0_id16_0008\frame_80.jpg,1
processed_frames\fake\id0_id16_0008\frame_90.jpg,1
processed_frames\fake\id0_id16_0009\frame_0.jpg,1
processed_frames\fake\id0_id16_0009\frame_10.jpg,1
processed_frames\fake\id0_id16_0009\frame_100.jpg,1
processed_frames\fake\id0_id16_0009\frame_110.jpg,1
processed_frames\fake\id0_id16_0009\frame_120.jpg,1
processed_frames\fake\id0_id16_0009\frame_130.jpg,1
processed_frames\fake\id0_id16_0009\frame_140.jpg,1
processed_frames\fake\id0_id16_0009\frame_150.jpg,1
processed_frames\fake\id0_id16_0009\frame_160.jpg,1
processed_frames\fake\id0_id16_0009\frame_170.jpg,1
processed_frames\fake\id0_id16_0009\frame_180.jpg,1
processed_frames\fake\id0_id16_0009\frame_190.jpg,1
processed_frames\fake\id0_id16_0009\frame_20.jpg,1
processed_frames\fake\id0_id16_0009\frame_200.jpg,1
processed_frames\fake\id0_id16_0009\frame_210.jpg,1
processed_frames\fake\id0_id16_0009\frame_220.jpg,1
processed_frames\fake\id0_id16_0009\frame_230.jpg,1
processed_frames\fake\id0_id16_0009\frame_240.jpg,1
processed_frames\fake\id0_id16_0009\frame_250.jpg,1
processed_frames\fake\id0_id16_0009\frame_260.jpg,1
processed_frames\fake\id0_id16_0009\frame_270.jpg,1
processed_frames\fake\id0_id16_0009\frame_280.jpg,1
processed_frames\fake\id0_id16_0009\frame_290.jpg,1
processed_frames\fake\id0_id16_0009\frame_30.jpg,1
processed_frames\fake\id0_id16_0009\frame_300.jpg,1
processed_frames\fake\id0_id16_0009\frame_310.jpg,1
processed_frames\fake\id0_id16_0009\frame_320.jpg,1
processed_frames\fake\id0_id16_0009\frame_330.jpg,1
processed_frames\fake\id0_id16_0009\frame_340.jpg,1
processed_frames\fake\id0_id16_0009\frame_350.jpg,1
processed_frames\fake\id0_id16_0009\frame_360.jpg,1
processed_frames\fake\id0_id16_0009\frame_370.jpg,1
processed_frames\fake\id0_id16_0009\frame_380.jpg,1
processed_frames\fake\id0_id16_0009\frame_390.jpg,1
processed_frames\fake\id0_id16_0009\frame_40.jpg,1
processed_frames\fake\id0_id16_0009\frame_400.jpg,1
processed_frames\fake\id0_id16_0009\frame_410.jpg,1
processed_frames\fake\id0_id16_0009\frame_420.jpg,1
processed_frames\fake\id0_id16_0009\frame_430.jpg,1
processed_frames\fake\id0_id16_0009\frame_440.jpg,1
processed_frames\fake\id0_id16_0009\frame_450.jpg,1
processed_frames\fake\id0_id16_0009\frame_460.jpg,1
processed_frames\fake\id0_id16_0009\frame_470.jpg,1
processed_frames\fake\id0_id16_0009\frame_480.jpg,1
processed_frames\fake\id0_id16_0009\frame_490.jpg,1
processed_frames\fake\id0_id16_0009\frame_50.jpg,1
processed_frames\fake\id0_id16_0009\frame_500.jpg,1
processed_frames\fake\id0_id16_0009\frame_510.jpg,1
processed_frames\fake\id0_id16_0009\frame_60.jpg,1
processed_frames\fake\id0_id16_0009\frame_70.jpg,1
processed_frames\fake\id0_id16_0009\frame_80.jpg,1
processed_frames\fake\id0_id16_0009\frame_90.jpg,1
